"","effect","group","term","estimate","std.error","statistic","df","p.value"
"1","fixed",NA,"(Intercept)",-69.3757849034497,11.8197221990293,-5.86949369327368,230.96964219851,1.50801523803581e-08
"2","fixed",NA,"dayAfter",18.263176469806,1.9250825011117,9.4869578105143,304.954053232567,7.08799065164501e-19
"3","fixed",NA,"humidity_tmt_percentDry",0.760531590971039,2.79273780355192,0.272324738113174,41.1331186187822,0.786734738664067
"4","fixed",NA,"regionVentrum",15.7650562809789,1.93957280798882,8.12810749668425,286.009477668572,1.32871446854029e-14
"5","fixed",NA,"regionHead",2.91376840219098,1.93957280798882,1.50227327903835,286.009477674414,0.134129807995067
"6","fixed",NA,"regionDewlap",3.0976537768642,1.94827350613664,1.58994810898329,286.096952201811,0.112950888655268
"7","fixed",NA,"regionMite Patch",3.79118904895538,1.95647605044726,1.93776409789872,286.270001798672,0.0536352934843829
"8","fixed",NA,"cloacal_temp_C",3.89204796970641,0.488581268299318,7.96601962096107,279.63437114745,4.16515210531084e-14
"9","fixed",NA,"dayAfter:humidity_tmt_percentDry",-20.1375496328845,2.48807741213446,-8.09361860473988,288.342912346354,1.63427489901202e-14
"10","ran_pars","individual_ID:trial_number","sd__(Intercept)",6.16629780633255,NA,NA,NA,NA
"11","ran_pars","trial_number","sd__(Intercept)",2.97855678007105,NA,NA,NA,NA
"12","ran_pars","Residual","sd__Observation",11.0955368057686,NA,NA,NA,NA
