"","date","Time","individual_ID","region","TEWL_g_m2h","ambient_temp_C","ambient_RH_percent","CEWL_date_time","ambient_temp_K","e_s_kPa","e_a_kPa","VPD_kPa"
"523",2021-05-10,"15:59:44","116","dewl",17.92,23.6,49.5,2021-05-10 15:59:44,296.75,2.99051085823165,1.48030287482467,1.51020798340699
"524",2021-05-10,"16:01:40","116","mite",17.03,23.7,49.4,2021-05-10 16:01:40,296.85,3.00895769647433,1.48642510205832,1.52253259441601
"525",2021-05-10,"16:04:41","119","dors",18.31,23.8,49.4,2021-05-10 16:04:41,296.95,3.02750578395568,1.49558785727411,1.53191792668157
"526",2021-05-10,"16:05:25","119","vent",38.46,23.8,49.1,2021-05-10 16:05:25,296.95,3.02750578395568,1.48650533992224,1.54100044403344
"527",2021-05-10,"16:07:04","119","head",23.84,23.6,49.5,2021-05-10 16:07:04,296.75,2.99051085823165,1.48030287482467,1.51020798340699
"528",2021-05-10,"16:12:02","119","dewl",13.7,23.6,49.3,2021-05-10 16:12:02,296.75,2.99051085823165,1.47432185310821,1.51618900512345
"529",2021-05-10,"16:14:24","119","mite",14.38,23.6,49.1,2021-05-10 16:14:24,296.75,2.99051085823165,1.46834083139174,1.52217002683991
"530",2021-05-10,"16:17:13","113","dors",18.71,23.5,49.5,2021-05-10 16:17:13,296.65,2.97216478839271,1.47122157025439,1.50094321813832
"531",2021-05-10,"16:18:02","113","vent",39.72,23.5,49.5,2021-05-10 16:18:02,296.65,2.97216478839271,1.47122157025439,1.50094321813832
"532",2021-05-10,"16:19:24","113","head",22.89,23.6,49.2,2021-05-10 16:19:24,296.75,2.99051085823165,1.47133134224997,1.51917951598168
"533",2021-05-10,"16:21:31","113","dewl",17.22,23.4,49.5,2021-05-10 16:21:31,296.55,2.95391900803567,1.46218990897766,1.49172909905801
"534",2021-05-10,"16:23:38","113","mite",11.48,23.4,49.6,2021-05-10 16:23:38,296.55,2.95391900803567,1.46514382798569,1.48877518004998
"535",2021-05-10,"16:27:23","114","dors",20.17,23.5,49.6,2021-05-10 16:27:23,296.65,2.97216478839271,1.47419373504279,1.49797105334993
"536",2021-05-10,"16:29:49","114","vent",21.95,23.6,49.2,2021-05-10 16:29:49,296.75,2.99051085823165,1.47133134224997,1.51917951598168
"537",2021-05-10,"16:30:53","114","head",22.65,23.7,49,2021-05-10 16:30:53,296.85,3.00895769647433,1.47438927127242,1.53456842520191
"538",2021-05-10,"16:33:18","114","dewl",13.37,23.7,49,2021-05-10 16:33:18,296.85,3.00895769647433,1.47438927127242,1.53456842520191
"539",2021-05-10,"16:35:31","114","mite",14.62,23.6,49.1,2021-05-10 16:35:31,296.75,2.99051085823165,1.46834083139174,1.52217002683991
"540",2021-05-10,"16:38:19","117","dors",20.98,23.5,49.4,2021-05-10 16:38:19,296.65,2.97216478839271,1.468249405466,1.50391538292671
"541",2021-05-10,"16:39:06","117","vent",35.13,23.7,49,2021-05-10 16:39:06,296.85,3.00895769647433,1.47438927127242,1.53456842520191
"542",2021-05-10,"16:40:11","117","head",23.98,23.5,49.3,2021-05-10 16:40:11,296.65,2.97216478839271,1.46527724067761,1.50688754771511
"543",2021-05-10,"16:42:34","117","dewl",17.83,23.5,49.5,2021-05-10 16:42:34,296.65,2.97216478839271,1.47122157025439,1.50094321813832
"544",2021-05-10,"16:45:00","117","mite",11.68,23.6,49.2,2021-05-10 16:45:00,296.75,2.99051085823165,1.47133134224997,1.51917951598168
"545",2021-05-10,"16:47:14","118","dors",17.1,23.6,48.9,2021-05-10 16:47:14,296.75,2.99051085823165,1.46235980967528,1.52815104855638
"546",2021-05-10,"16:47:57","118","vent",38.4,23.6,48.9,2021-05-10 16:47:57,296.75,2.99051085823165,1.46235980967528,1.52815104855638
"547",2021-05-10,"16:49:35","118","head",17.51,23.6,48.9,2021-05-10 16:49:35,296.75,2.99051085823165,1.46235980967528,1.52815104855638
"548",2021-05-10,"16:51:33","118","dewl",18,23.6,48.9,2021-05-10 16:51:33,296.75,2.99051085823165,1.46235980967528,1.52815104855638
"549",2021-05-10,"16:53:40","118","mite",14.32,23.5,49,2021-05-10 16:53:40,296.65,2.97216478839271,1.45636074631243,1.51580404208028
"550",2021-05-10,"16:56:33","122","dors",16.75,23.5,49.1,2021-05-10 16:56:33,296.65,2.97216478839271,1.45933291110082,1.51283187729189
"551",2021-05-10,"16:58:31","122","vent",18.82,23.6,49,2021-05-10 16:58:31,296.75,2.99051085823165,1.46535032053351,1.52516053769814
"552",2021-05-10,"16:59:58","122","head",20.54,23.5,49.3,2021-05-10 16:59:58,296.65,2.97216478839271,1.46527724067761,1.50688754771511
"553",2021-05-10,"17:02:12","122","dewl",17.9,23.7,49,2021-05-10 17:02:12,296.85,3.00895769647433,1.47438927127242,1.53456842520191
"554",2021-05-10,"17:04:03","122","mite",15.64,23.6,49.1,2021-05-10 17:04:03,296.75,2.99051085823165,1.46834083139174,1.52217002683991
"555",2021-05-10,"17:05:54","120","dors",18.1,23.5,49.1,2021-05-10 17:05:54,296.65,2.97216478839271,1.45933291110082,1.51283187729189
"556",2021-05-10,"17:08:35","120","vent",10.89,23.5,49.1,2021-05-10 17:08:35,296.65,2.97216478839271,1.45933291110082,1.51283187729189
"557",2021-05-10,"17:09:44","120","head",17.25,23.5,49.1,2021-05-10 17:09:44,296.65,2.97216478839271,1.45933291110082,1.51283187729189
"558",2021-05-10,"17:11:14","120","dewl",16.56,23.6,48.9,2021-05-10 17:11:14,296.75,2.99051085823165,1.46235980967528,1.52815104855638
"559",2021-05-10,"17:13:18","120","mite",10.9,23.5,49.1,2021-05-10 17:13:18,296.65,2.97216478839271,1.45933291110082,1.51283187729189
"560",2021-05-17,"12:35:57","123","dors",30.91,23.4,46.8,2021-05-17 12:35:57,296.55,2.95391900803567,1.38243409576069,1.57148491227497
"561",2021-05-17,"12:36:53","123","vent",38.66,23.3,46.9,2021-05-17 12:36:53,296.45,2.93577304014581,1.37687755582839,1.55889548431743
"562",2021-05-17,"12:37:53","123","head",30.71,23.4,46.7,2021-05-17 12:37:53,296.55,2.95391900803567,1.37948017675266,1.57443883128301
"563",2021-05-17,"12:41:55","123","dewl",17.92,23.4,46.9,2021-05-17 12:41:55,296.55,2.95391900803567,1.38538801476873,1.56853099326694
"564",2021-05-17,"12:46:14","123","mite",16.73,23.5,46.5,2021-05-17 12:46:14,296.65,2.97216478839271,1.38205662660261,1.5901081617901
"565",2021-05-17,"12:48:44","124","dors",25.63,23.6,46.6,2021-05-17 12:48:44,296.75,2.99051085823165,1.39357805993595,1.5969327982957
"566",2021-05-17,"12:49:29","124","vent",45.09,23.6,46.4,2021-05-17 12:49:29,296.75,2.99051085823165,1.38759703821949,1.60291382001217
"567",2021-05-17,"12:50:24","124","head",20.97,23.6,46.2,2021-05-17 12:50:24,296.75,2.99051085823165,1.38161601650302,1.60889484172863
"568",2021-05-17,"12:51:07","124","dewl",38.23,23.6,46.3,2021-05-17 12:51:07,296.75,2.99051085823165,1.38460652736126,1.6059043308704
"569",2021-05-17,"12:53:22","124","mite",18.74,23.6,46.3,2021-05-17 12:53:22,296.75,2.99051085823165,1.38460652736126,1.6059043308704
"570",2021-05-17,"13:04:49","125","dors",25.72,23.7,46.5,2021-05-17 13:04:49,296.85,3.00895769647433,1.39916532886056,1.60979236761376
"571",2021-05-17,"13:12:48","125","vent",19.25,24,45.9,2021-05-17 13:12:48,297.15,3.06490763957534,1.40679260656508,1.65811503301026
"572",2021-05-17,"13:18:20","125","head",22.52,23.8,46.3,2021-05-17 13:18:20,296.95,3.02750578395568,1.40173517797148,1.6257706059842
"573",2021-05-17,"13:20:22","125","dewl",13.03,23.8,46,2021-05-17 13:20:22,296.95,3.02750578395568,1.39265266061961,1.63485312333607
"574",2021-05-17,"13:22:22","125","mite",9.99,23.9,45.9,2021-05-17 13:22:22,297.05,3.04615560342968,1.39818542197423,1.64797018145546
"575",2021-05-17,"13:24:32","126","dors",15.19,23.9,45.8,2021-05-17 13:24:32,297.05,3.04615560342968,1.3951392663708,1.65101633705889
"576",2021-05-17,"13:31:36","126","vent",10.68,24,45.7,2021-05-17 13:31:36,297.15,3.06490763957534,1.40066279128593,1.66424484828941
"577",2021-05-17,"13:32:23","126","head",33.67,23.8,45.9,2021-05-17 13:32:23,296.95,3.02750578395568,1.38962515483566,1.63788062912002
"578",2021-05-17,"13:33:39","126","dewl",14.22,24,45.8,2021-05-17 13:33:39,297.15,3.06490763957534,1.4037276989255,1.66117994064983
"579",2021-05-17,"13:35:36","126","mite",10.62,24.1,45.5,2021-05-17 13:35:36,297.25,3.08376237900265,1.4031118824462,1.68065049655644
"580",2021-05-17,"13:38:57","127","dors",29.87,24,45.8,2021-05-17 13:38:57,297.15,3.06490763957534,1.4037276989255,1.66117994064983
"581",2021-05-17,"13:39:42","127","vent",51.46,24.1,45.6,2021-05-17 13:39:42,297.25,3.08376237900265,1.40619564482521,1.67756673417744
"582",2021-05-17,"13:40:47","127","head",26.46,24,45.7,2021-05-17 13:40:47,297.15,3.06490763957534,1.40066279128593,1.66424484828941
"583",2021-05-17,"13:43:07","127","dewl",12.92,24.1,45.5,2021-05-17 13:43:07,297.25,3.08376237900265,1.4031118824462,1.68065049655644
"584",2021-05-17,"13:45:11","127","mite",15.07,24,45.7,2021-05-17 13:45:11,297.15,3.06490763957534,1.40066279128593,1.66424484828941
"585",2021-05-17,"13:50:02","128","dors",19.44,24.1,45.4,2021-05-17 13:50:02,297.25,3.08376237900265,1.4000281200672,1.68373425893545
"586",2021-05-17,"13:50:44","128","vent",37.91,24,45.5,2021-05-17 13:50:44,297.15,3.06490763957534,1.39453297600678,1.67037466356856
"587",2021-05-17,"13:51:47","128","head",18.01,23.9,45.8,2021-05-17 13:51:47,297.05,3.04615560342968,1.3951392663708,1.65101633705889
"588",2021-05-17,"13:54:27","128","dewl",9.35,24.1,45.4,2021-05-17 13:54:27,297.25,3.08376237900265,1.4000281200672,1.68373425893545
"589",2021-05-17,"13:56:55","128","mite",13.15,24.1,45.4,2021-05-17 13:56:55,297.25,3.08376237900265,1.4000281200672,1.68373425893545
"590",2021-05-17,"13:59:47","129","dors",14.31,24.1,45.8,2021-05-17 13:59:47,297.25,3.08376237900265,1.41236316958321,1.67139920941943
"591",2021-05-17,"14:01:54","129","vent",18.08,24.1,45.3,2021-05-17 14:01:54,297.25,3.08376237900265,1.3969443576882,1.68681802131445
"592",2021-05-17,"14:02:38","129","head",21.73,24,45.5,2021-05-17 14:02:38,297.15,3.06490763957534,1.39453297600678,1.67037466356856
"593",2021-05-17,"14:03:49","129","dewl",16.28,23.9,45.7,2021-05-17 14:03:49,297.05,3.04615560342968,1.39209311076737,1.65406249266232
"594",2021-05-17,"14:05:50","129","mite",17.2,24.1,45.4,2021-05-17 14:05:50,297.25,3.08376237900265,1.4000281200672,1.68373425893545
"595",2021-05-17,"14:07:27","130","dors",20.45,24.1,45.6,2021-05-17 14:07:27,297.25,3.08376237900265,1.40619564482521,1.67756673417744
"596",2021-05-17,"14:10:00","130","vent",22.3,23.9,45.6,2021-05-17 14:10:00,297.05,3.04615560342968,1.38904695516394,1.65710864826575
"597",2021-05-17,"14:10:45","130","head",27.98,24,45.8,2021-05-17 14:10:45,297.15,3.06490763957534,1.4037276989255,1.66117994064983
"598",2021-05-17,"14:15:02","130","dewl",25.1,24.1,45.5,2021-05-17 14:15:02,297.25,3.08376237900265,1.4031118824462,1.68065049655644
"599",2021-05-17,"14:16:18","130","mite",49.51,24,45.8,2021-05-17 14:16:18,297.15,3.06490763957534,1.4037276989255,1.66117994064983
"600",2021-05-17,"14:19:55","131","dors",26.49,24.1,45.4,2021-05-17 14:19:55,297.25,3.08376237900265,1.4000281200672,1.68373425893545
"601",2021-05-17,"14:21:58","131","vent",27.86,24,45.6,2021-05-17 14:21:58,297.15,3.06490763957534,1.39759788364635,1.66730975592898
"602",2021-05-17,"14:23:01","131","head",21.73,24.1,45.3,2021-05-17 14:23:01,297.25,3.08376237900265,1.3969443576882,1.68681802131445
"603",2021-05-17,"14:25:26","131","dewl",15.78,24.1,45.2,2021-05-17 14:25:26,297.25,3.08376237900265,1.3938605953092,1.68990178369345
"604",2021-05-17,"14:27:21","131","mite",22.32,24.1,45.1,2021-05-17 14:27:21,297.25,3.08376237900265,1.39077683293019,1.69298554607245
"605",2021-05-17,"14:28:54","132","dors",28.04,24,45.5,2021-05-17 14:28:54,297.15,3.06490763957534,1.39453297600678,1.67037466356856
"606",2021-05-17,"14:29:43","132","vent",32.54,24.2,45.2,2021-05-17 14:29:43,297.35,3.1027203102586,1.40242958023689,1.70029073002171
"607",2021-05-17,"14:30:40","132","head",29.19,24.1,45.3,2021-05-17 14:30:40,297.25,3.08376237900265,1.3969443576882,1.68681802131445
"608",2021-05-17,"14:33:20","132","dewl",18.57,24.2,45.1,2021-05-17 14:33:20,297.35,3.1027203102586,1.39932685992663,1.70339345033197
"609",2021-05-17,"14:35:39","132","mite",23.15,24.2,45.1,2021-05-17 14:35:39,297.35,3.1027203102586,1.39932685992663,1.70339345033197
"610",2021-05-17,"14:37:44","133","dors",21.47,24.1,45.3,2021-05-17 14:37:44,297.25,3.08376237900265,1.3969443576882,1.68681802131445
"611",2021-05-17,"14:38:32","133","vent",31,24.1,45.4,2021-05-17 14:38:32,297.25,3.08376237900265,1.4000281200672,1.68373425893545
"612",2021-05-17,"14:41:19","133","mite",17.84,24.2,45.1,2021-05-17 14:41:19,297.35,3.1027203102586,1.39932685992663,1.70339345033197
"613",2021-05-17,"14:42:40","133","head",33.46,24.2,45.1,2021-05-17 14:42:40,297.35,3.1027203102586,1.39932685992663,1.70339345033197
"614",2021-05-17,"14:44:30","133","dewl",16.02,24.2,45.1,2021-05-17 14:44:30,297.35,3.1027203102586,1.39932685992663,1.70339345033197
"615",2021-05-17,"14:46:10","134","dors",22.9,24.1,45.4,2021-05-17 14:46:10,297.25,3.08376237900265,1.4000281200672,1.68373425893545
"616",2021-05-17,"14:47:59","134","vent",23.83,24.1,45.2,2021-05-17 14:47:59,297.25,3.08376237900265,1.3938605953092,1.68990178369345
"617",2021-05-17,"14:49:28","134","head",23.8,24.2,45.1,2021-05-17 14:49:28,297.35,3.1027203102586,1.39932685992663,1.70339345033197
"618",2021-05-17,"14:51:19","134","dewl",15.16,24.2,45.1,2021-05-17 14:51:19,297.35,3.1027203102586,1.39932685992663,1.70339345033197
"619",2021-05-17,"14:53:11","134","mite",10.07,24.2,45,2021-05-17 14:53:11,297.35,3.1027203102586,1.39622413961637,1.70649617064223
"620",2021-05-17,"15:02:09","135","dors",22.79,24.1,45.8,2021-05-17 15:02:09,297.25,3.08376237900265,1.41236316958321,1.67139920941943
"621",2021-05-17,"15:02:53","135","vent",29.86,24.2,45.5,2021-05-17 15:02:53,297.35,3.1027203102586,1.41173774116766,1.69098256909093
"622",2021-05-17,"15:03:36","135","head",32.7,24.2,45.4,2021-05-17 15:03:36,297.35,3.1027203102586,1.4086350208574,1.69408528940119
"623",2021-05-17,"15:05:38","135","dewl",14.88,24.1,45.6,2021-05-17 15:05:38,297.25,3.08376237900265,1.40619564482521,1.67756673417744
"624",2021-05-17,"15:07:41","135","mite",21.14,24.2,45.3,2021-05-17 15:07:41,297.35,3.1027203102586,1.40553230054714,1.69718800971145
"625",2021-05-17,"15:10:23","136","dors",16.22,24.1,45.6,2021-05-17 15:10:23,297.25,3.08376237900265,1.40619564482521,1.67756673417744
"626",2021-05-17,"15:12:36","136","vent",18.38,24.2,45.3,2021-05-17 15:12:36,297.35,3.1027203102586,1.40553230054714,1.69718800971145
"627",2021-05-17,"15:13:48","136","head",23.89,24.3,45.2,2021-05-17 15:13:48,297.45,3.12178192383325,1.41104542957263,1.71073649426062
"628",2021-05-17,"15:16:21","136","dewl",19.22,24.2,45.6,2021-05-17 15:16:21,297.35,3.1027203102586,1.41484046147792,1.68787984878068
"629",2021-05-17,"15:18:39","136","mite",17.18,24.2,45.6,2021-05-17 15:18:39,297.35,3.1027203102586,1.41484046147792,1.68787984878068
"630",2021-05-17,"15:21:40","137","dors",25.43,24.1,46,2021-05-17 15:21:40,297.25,3.08376237900265,1.41853069434122,1.66523168466143
"631",2021-05-17,"15:24:00","137","vent",20.02,24.1,45.6,2021-05-17 15:24:00,297.25,3.08376237900265,1.40619564482521,1.67756673417744
"632",2021-05-17,"15:25:05","137","head",22.81,24.2,45.4,2021-05-17 15:25:05,297.35,3.1027203102586,1.4086350208574,1.69408528940119
"633",2021-05-17,"15:27:26","137","dewl",18.17,24.1,45.7,2021-05-17 15:27:26,297.25,3.08376237900265,1.40927940720421,1.67448297179844
"634",2021-05-17,"15:29:53","137","mite",19.41,24.1,45.6,2021-05-17 15:29:53,297.25,3.08376237900265,1.40619564482521,1.67756673417744
"635",2021-05-17,"15:32:54","138","dors",19.64,24.3,45.3,2021-05-17 15:32:54,297.45,3.12178192383325,1.41416721149646,1.70761471233679
"636",2021-05-17,"15:35:22","138","vent",24.41,24.2,45.3,2021-05-17 15:35:22,297.35,3.1027203102586,1.40553230054714,1.69718800971145
"637",2021-05-17,"15:36:38","138","head",17.55,24.1,45.2,2021-05-17 15:36:38,297.25,3.08376237900265,1.3938605953092,1.68990178369345
"638",2021-05-17,"15:39:12","138","dewl",11.57,24,45.6,2021-05-17 15:39:12,297.15,3.06490763957534,1.39759788364635,1.66730975592898
"639",2021-05-17,"15:40:59","138","mite",10.07,23.9,45.7,2021-05-17 15:40:59,297.05,3.04615560342968,1.39209311076737,1.65406249266232
"640",2021-05-17,"15:44:01","139","dors",22.44,23.9,45.9,2021-05-17 15:44:01,297.05,3.04615560342968,1.39818542197423,1.64797018145546
"641",2021-05-17,"15:46:20","139","vent",18.76,23.9,45.7,2021-05-17 15:46:20,297.05,3.04615560342968,1.39209311076737,1.65406249266232
"642",2021-05-17,"15:47:44","139","head",19.73,24,45.3,2021-05-17 15:47:44,297.15,3.06490763957534,1.38840316072763,1.67650447884771
"643",2021-05-17,"15:49:28","139","dewl",16.22,23.9,45.2,2021-05-17 15:49:28,297.05,3.04615560342968,1.37686233275022,1.66929327067947
"644",2021-05-17,"15:51:26","139","mite",20.47,23.8,45.5,2021-05-17 15:51:26,296.95,3.02750578395568,1.37751513169983,1.64999065225585
"645",2021-05-17,"15:53:12","140","dors",24.24,23.8,45.7,2021-05-17 15:53:12,296.95,3.02750578395568,1.38357014326775,1.64393564068793
"646",2021-05-17,"15:54:47","140","vent",22.91,23.7,45.7,2021-05-17 15:54:47,296.85,3.00895769647433,1.37509366728877,1.63386402918556
"647",2021-05-17,"15:55:44","140","head",22.06,23.7,45.8,2021-05-17 15:55:44,296.85,3.00895769647433,1.37810262498524,1.63085507148908
"648",2021-05-17,"15:57:03","140","dewl",24.48,23.9,45.2,2021-05-17 15:57:03,297.05,3.04615560342968,1.37686233275022,1.66929327067947
"649",2021-05-17,"15:59:24","140","mite",20.82,23.7,45.6,2021-05-17 15:59:24,296.85,3.00895769647433,1.37208470959229,1.63687298688203
"650",2021-05-17,"16:02:30","141","dors",16.96,23.5,45.9,2021-05-17 16:02:30,296.65,2.97216478839271,1.36422363787226,1.60794115052046
"651",2021-05-17,"16:04:11","141","vent",18.29,23.8,45.4,2021-05-17 16:04:11,296.95,3.02750578395568,1.37448762591588,1.6530181580398
"652",2021-05-17,"16:04:56","141","head",24.36,23.8,45.4,2021-05-17 16:04:56,296.95,3.02750578395568,1.37448762591588,1.6530181580398
"653",2021-05-17,"16:07:17","141","dewl",12.68,23.5,46,2021-05-17 16:07:17,296.65,2.97216478839271,1.36719580266065,1.60496898573207
"654",2021-05-17,"16:08:43","141","mite",17.37,23.8,45.6,2021-05-17 16:08:43,296.95,3.02750578395568,1.38054263748379,1.64696314647189
"655",2021-05-17,"16:10:17","142","dors",18.4,23.6,45.8,2021-05-17 16:10:17,296.75,2.99051085823165,1.3696539730701,1.62085688516156
"656",2021-05-17,"16:11:46","142","vent",18.36,23.6,45.5,2021-05-17 16:11:46,296.75,2.99051085823165,1.3606824404954,1.62982841773625
"657",2021-05-17,"16:12:55","142","head",18.22,23.6,45.7,2021-05-17 16:12:55,296.75,2.99051085823165,1.36666346221187,1.62384739601979
"658",2021-05-17,"16:16:04","142","dewl",10.11,23.4,45.8,2021-05-17 16:16:04,296.55,2.95391900803567,1.35289490568034,1.60102410235533
"659",2021-05-17,"16:17:13","142","mite",14.26,23.5,45.9,2021-05-17 16:17:13,296.65,2.97216478839271,1.36422363787226,1.60794115052046
"660",2021-05-17,"16:22:11","143","dors",19.64,23.6,45.4,2021-05-17 16:22:11,296.75,2.99051085823165,1.35769192963717,1.63281892859448
"661",2021-05-17,"16:23:58","143","vent",20.17,23.2,46.1,2021-05-17 16:23:58,296.35,2.91772640960958,1.34507187483002,1.57265453477957
"662",2021-05-17,"16:25:46","143","head",17.12,23.4,45.9,2021-05-17 16:25:46,296.55,2.95391900803567,1.35584882468837,1.5980701833473
"663",2021-05-17,"16:27:10","143","dewl",21.93,23.5,45.7,2021-05-17 16:27:10,296.65,2.97216478839271,1.35827930829547,1.61388548009724
"664",2021-05-17,"16:29:17","143","mite",12.74,23.3,46.3,2021-05-17 16:29:17,296.45,2.93577304014581,1.35926291758751,1.5765101225583
"665",2021-05-17,"16:31:00","144","dors",22.74,23.2,46.3,2021-05-17 16:31:00,296.35,2.91772640960958,1.35090732764924,1.56681908196035
"666",2021-05-17,"16:33:37","144","vent",21.47,23.2,46.3,2021-05-17 16:33:37,296.35,2.91772640960958,1.35090732764924,1.56681908196035
"667",2021-05-17,"16:34:23","144","head",24.76,23.2,46.2,2021-05-17 16:34:23,296.35,2.91772640960958,1.34798960123963,1.56973680836996
"668",2021-05-17,"16:36:18","144","dewl",15.13,23.3,46.1,2021-05-17 16:36:18,296.45,2.93577304014581,1.35339137150722,1.58238166863859
"669",2021-05-17,"16:37:36","144","mite",21.83,23.2,46,2021-05-17 16:37:36,296.35,2.91772640960958,1.34215414842041,1.57557226118918
"670",2021-05-17,"16:39:58","145","dors",22.93,23.2,46,2021-05-17 16:39:58,296.35,2.91772640960958,1.34215414842041,1.57557226118918
"671",2021-05-17,"16:41:08","145","vent",25.16,23.1,46.2,2021-05-17 16:41:08,296.25,2.89977864320875,1.33969773316244,1.56008091004631
"672",2021-05-17,"16:41:55","145","head",21.21,23,46.5,2021-05-17 16:41:55,296.15,2.88192926961438,1.34009711037069,1.54183215924369
"673",2021-05-17,"16:43:50","145","dewl",17.74,23.4,45.9,2021-05-17 16:43:50,296.55,2.95391900803567,1.35584882468837,1.5980701833473
"674",2021-05-17,"16:45:28","145","mite",21.1,23.3,45.9,2021-05-17 16:45:28,296.45,2.93577304014581,1.34751982542693,1.58825321471888
"675",2021-05-17,"16:47:16","146","dors",20.61,23.2,46.1,2021-05-17 16:47:16,296.35,2.91772640960958,1.34507187483002,1.57265453477957
"676",2021-05-17,"16:49:40","146","vent",20.15,23,46.4,2021-05-17 16:49:40,296.15,2.88192926961438,1.33721518110107,1.54471408851331
"677",2021-05-17,"16:50:43","146","head",27.91,23.2,46.1,2021-05-17 16:50:43,296.35,2.91772640960958,1.34507187483002,1.57265453477957
"678",2021-05-17,"16:52:38","146","dewl",19.97,23.1,46.2,2021-05-17 16:52:38,296.25,2.89977864320875,1.33969773316244,1.56008091004631
"679",2021-05-17,"16:53:20","146","mite",53.23,23,46.4,2021-05-17 16:53:20,296.15,2.88192926961438,1.33721518110107,1.54471408851331
"680",2021-05-17,"16:54:55","147","dors",23.48,23.1,46.2,2021-05-17 16:54:55,296.25,2.89977864320875,1.33969773316244,1.56008091004631
"681",2021-05-17,"16:55:38","147","vent",50.96,23.1,46.1,2021-05-17 16:55:38,296.25,2.89977864320875,1.33679795451923,1.56298068868952
"682",2021-05-17,"16:56:32","147","head",28.26,23,46.3,2021-05-17 16:56:32,296.15,2.88192926961438,1.33433325183146,1.54759601778292
"683",2021-05-17,"16:57:36","147","dewl",28.81,23,46.3,2021-05-17 16:57:36,296.15,2.88192926961438,1.33433325183146,1.54759601778292
"684",2021-05-17,"16:59:14","147","mite",29.04,23.1,46.1,2021-05-17 16:59:14,296.25,2.89977864320875,1.33679795451923,1.56298068868952
"685",2021-05-17,"17:01:32","148","dors",20.94,23.1,46.1,2021-05-17 17:01:32,296.25,2.89977864320875,1.33679795451923,1.56298068868952
"686",2021-05-17,"17:02:16","148","vent",40.04,22.9,46.4,2021-05-17 17:02:16,296.05,2.864177819381,1.32897850819278,1.53519931118821
"687",2021-05-17,"17:03:24","148","head",21.99,22.8,46.9,2021-05-17 17:03:24,295.95,2.84652382494072,1.3350196738972,1.51150415104352
"688",2021-05-17,"17:05:08","148","dewl",21.17,23,46.3,2021-05-17 17:05:08,296.15,2.88192926961438,1.33433325183146,1.54759601778292
"689",2021-05-17,"17:05:48","148","mite",36.27,22.9,46.7,2021-05-17 17:05:48,296.05,2.864177819381,1.33757104165093,1.52660677773007
"690",2021-05-17,"17:07:41","149","dors",21.72,23,46.5,2021-05-17 17:07:41,296.15,2.88192926961438,1.34009711037069,1.54183215924369
"691",2021-05-17,"17:08:21","149","vent",40.51,22.9,46.5,2021-05-17 17:08:21,296.05,2.864177819381,1.33184268601216,1.53233513336883
"692",2021-05-17,"17:09:23","149","head",22.99,22.9,46.6,2021-05-17 17:09:23,296.05,2.864177819381,1.33470686383155,1.52947095554945
"693",2021-05-17,"17:11:20","149","dewl",15.57,23.1,46.3,2021-05-17 17:11:20,296.25,2.89977864320875,1.34259751180565,1.5571811314031
"694",2021-05-17,"17:13:05","149","mite",9.32,22.9,46.8,2021-05-17 17:13:05,296.05,2.864177819381,1.34043521947031,1.52374259991069
"695",2021-05-17,"17:14:35","150","dors",19.74,23,46.6,2021-05-17 17:14:35,296.15,2.88192926961438,1.3429790396403,1.53895022997408
"696",2021-05-17,"17:17:11","150","vent",23.84,22.7,47,2021-05-17 17:17:11,295.85,2.8289668205973,1.32961440568073,1.49935241491657
"697",2021-05-17,"17:18:11","150","head",18.39,22.9,46.8,2021-05-17 17:18:11,296.05,2.864177819381,1.34043521947031,1.52374259991069
"698",2021-05-17,"17:20:34","150","dewl",9.59,22.9,46.7,2021-05-17 17:20:34,296.05,2.864177819381,1.33757104165093,1.52660677773007
"699",2021-05-17,"17:22:31","150","mite",13.64,22.8,46.7,2021-05-17 17:22:31,295.95,2.84652382494072,1.32932662624732,1.5171971986934
